Timestamp,Apakah Anda bersedia memberikan jawaban dengan jujur dan mengizinkan data yang Anda isi digunakan untuk penelitian ini? ,"1. Tuliskan salah satu status yang pernah Anda unggah di Facebook. 

(Status bisa berupa kalimat pendek/panjang, kutipan, emotikon, atau apa pun yang menggambarkan suasana hati Anda. Tidak perlu ragu — silakan tulis dengan bebas di bawah ini.)
","2.  Menurut Anda, setelah membuat status pada no. 1, status tersebut termasuk ke dalam kategori sentimen apa?

Petunjuk Kategori Sentimen:

Positif: Status yang mengandung perasaan senang, bahagia, bersyukur, optimis, memotivasi, atau memberikan dukungan. Contoh: ""Hari ini aku merasa sangat bahagia dan penuh semangat!""
Negatif: Status yang mengandung perasaan sedih, marah, kecewa, cemas, stres, atau hal-hal bernada pesimis. Contoh: ""Aku merasa sangat lelah dan tidak bersemangat akhir-akhir ini.""
Netral: Status yang bersifat informatif, tidak menunjukkan emosi yang kuat, atau hanya menyampaikan fakta tanpa muatan perasaan tertentu. Contoh: ""Hari ini aku mengikuti kuliah dari jam 8 pagi sampai jam 3 sore.""
⚠️ Harap baca dan pahami petunjuk di atas sebelum memilih kategori di bawah. Pilihlah kategori sentimen yang paling sesuai dengan isi status yang Anda buat pada no. 1 sebelumnya.",1. Berapa Usia Anda?,2. Jenis Kelamin Anda?
04/07/2025 0:00:44,"Ya, saya bersedia.","Mereka selalu menghina suamiku dan memaksaku bercerai, tapi mereka juga sering menggunakannya tenaga suamiku secara GRATIS! 
Part 1⃣
""Dasar b o d o h! Kalau si Riswan sayang, peduli, dan mampu memenuhi segala kebutuhan keluarga, itu baru pantas dipertahanin. Nah, ini ... laki cuma bisa nyaki tin, nggak bisa nyukupin. Kerja pun cuma berkebun, masih saja disayang-sayang. Kamu itu dulu di sekolahin orang tua, bukan makin pintar, malah otakmu semakin tumpul!"" sentak Bapak, dengan penuh emosi.
""Bang Riswan sayang, Pak, dengan Risma,"" jawabku."" Bang Riswan juga tidak pernah me nyak iti hati Risma."" Sembari terus memo tong daun kangkung.
""Dengan hidup susah bersamanya, itu sudah nyak itin, Risma!"" ben tak Bapak lagi. 
""Kamu lihat tuh, hidup kedua kakak dan adik-adikmu. Mereka terlihat senang, gak hidup susah macam kamu. Kamu memang nggak sa kit, hidup susah terus,"" sin dir bapak. Aku tertunduk diam saja, tidak lagi memban tah. 
""Sudahlah, Pak, jangan me ngo meli Risma terus, dia pun tentunya tidak mau hidup susah, mungkin sudah jalan hidupnya Pak,"" jelas Emak, sembari meminta daun kangkung yang baru selesai kupo tong-po tong.
""Makanya, dari pada dia hidup susah terus, lebih baik dia c e r a i saja sama si Riswan!"" sen tak Bapak. 
""Tidak boleh bicara seperti itu, Pak,"" ser gah Emak. ""Bapak memang kepingin cucu-cucu bapak tinggal terpisah sama ayahnya?"" 
""Aku lebih rela an ak si Risma jadi ya tim, atau nggak punya Bapak, dari pada punya Bapak nggak gu na macam si Riswan itu!"" sen tak nya lagi. Aku langsung bangkit berdiri, meninggalkan ruang tamu untuk menuju dapur.
""Lihat itu si Risma, dinasehati yang benar malah pergi menghindar, hanya dia itu yang punya men tal susah, makanya dia betah hidup blangsak terus.""
""Sudah, Pak, sudah ....""
""Ucapan bapakmu jangan diambil hati ya, Ris,"" ucap Emak lembut, sembari mengusap-usap bahuku.
""I-iya, Mak,"" jawabku, sembari mengusap air mata. Emak seperti menarik napas dalam.
""Kalau Kang Darman mau datang ke sini, kesempatan ini buat an ak Teh Risma. Yuli dan Neti, buat makan enak,"" sin dir Ela adik yang tepat di bawahku, sembari mencomot tempe yang baru digoreng Emak, dan langsung memakannya. 
Yuli dan Neti, dua an ak ku yang berusia lima dan empat tahun, memang selalu diperlakukan beda, terutama oleh Bapak, kakeknya sendiri. Selalu diperlakukan tidak adil dibandingkan dengan cucu-cucunya yang lain.
""Nanti jika sudah selesai, jangan semua-mua serba dibungkus buat di bawa pulang Teh Risma, macam orang kelap aran saja,"" nyiny irnya lagi.
'Ya, Allah' bisikku lirih dalam hati, selalu diam dan terus berusaha sabar..
Tidak beberapa lama, Bapak dan ketiga saudaraku masuk ke dapur, yang berukuran cukup luas disaat aku masih memarut dan Emak sedang mengulek sambal. Firasatku sudah tidak enak. Karena biasanya jika mereka berkumpul seperti ini, maka aku yang pasti jadi sasaran bul ly-an mereka.
""Orang mah Teh Risma, di saat saudara-saudara lagi ngumpul begini, suami Teteh harusnya ikut, jangan nggak mau ak ur sama keluarga, bantu-bantu kek, jangan nanti datang dengan an ak-an ak, pas waktunya makan doang,"" sin dir Samsiah, adik bungsuku. Aku hanya bisa menarik napas dalam. Rasa sesak mengg anjal.
""Si Riswan itu macam tidak tahu diri, hidup susah saja bert ingkah, dengan saudara nggak mau ngumpul bareng,"" celetuk bapak. "" Lihat tuh Risma, saudara-saudaramu yang lain, suami-suami dan istrinya ngumpul semua.""
""An ak-an ak Risma belum pada bangun Pak, masa mau ditinggal,"" sanggahku pelan.
""Iya, nanti pas bangun saat masakan sudah matang!"" sin dir Ela ket us.
""Langsung deh, comot makanan sana-sini,"" sambung Samsiah.
'Astaqfirullah' bisik hatiku, sedih. Kenapa an ak-an akku ikut dibawa-bawa? 
""Memangnya kenapa itu Risma, si Riswan macam nggak mau ak ur sama keluarga? Orang mah Risma, kasih tahu itu sama si Riswan, jika hidup susah itu jangan bel agu, jadi saudara nggak ragu-ragu buat bantu."" Kang Amran sekarang yang bicara. Aku yang sedari tadi bicara hanya karena menjawab pertanyaan, merasa tidak tahan juga untuk tidak ikut bicara.
""Risma mau tanya sama semua, memangnya walaupun hidup Risma susah, Risma pernah meminta-minta bantuan sama Kang Amran, Ella, dan kamu Samsiah,"" ucapku membela diri.
Sesaat mereka semua terdiam.
""Nah, itulah, karena suamimu si Riswan nggak mau ak ur sama keluarga, bikin kita jadi males buat kasih bantuan,"" sang gah Kang Amran.
""Iya, jadi ikut-ikutan mal as, ngasih jajan buat an ak-an aknya, karena bapaknya songo ng, sudah susah belagu lagi,"" lanjut Samsiah. Ta jam sekali mul utnya kedua adikku ini.
Mereka bilang suamiku juga tidak mau ak ur dengan mereka semua.
Ucapan mereka tidak benar sama sekali, dan aku sering menyaksikan sendiri, betapa suamiku itu selalu jadi bahan cel aan dan hin aan jika kami sedang berkumpul bersama. Padahal tidak pernah kulihat Bang Riswan melakukan perbuatan yang merug ikan ataupun membuat m alu saudara-saudaraku.
Suamiku itu terlalu sabar, makanya sering sekali di ren dah kan. Terkadang aku suka ger am juga dengan sabarnya yang keterlaluan.
Aku ingin sekali-kali dia membela dirinya saat sedang dihin akan saudara-saudaraku.
""Bang Riswan itu sebenarnya sal ah apa? Kenapa kalian semua sangat membe nci suami Risma?"" tanyaku dengan suara bergetar. Aku sudah tidak sanggup lagi untuk bersabar.
""Apa karena suamiku mis kin, makanya kalian sangat memben ci Bang Riswan! Kami tidak pernah menyu sahkan walaupun hidup kami sus ah, kenapa sih kalian tidak mengurusi kehidupan rumah tangga sendiri saja, tanpa harus mengu sik kemi skin an keluarga kami.""
Mataku mulai tergenangi air bening.
""Sudah Risma, jangan ikutin em osi, tidak baik berten gkar dengan saudara sendiri,"" bisik Emak, menasehati, sambil mengusap-usap punggungku.
""Memang si Risma ini sudah dirac un sama si Riswan, makanya dia sendiripun sekarang tidak mau ak ur sama saudara,"" sin dir Bapak, matanya melo tot, wajahnya memerah.
""Orang mah mikir Risma, suami itu ada bekasnya, jika saudara mana ada bekasnya,"" sin dir Kang Amran. 
Baru saja aku ingin membalas ucapan Bapak dan Kang Amran, Emak memberi tanda kepadaku untuk tidak meladeni dan mendiamkan saja, tidak usah diperpanjang, apa lagi jadi bahan perdebatan dengan saudara sendiri. Aku langsung menahan diri, dan kembali terdiam.
'Apa aku salah, membela h a r g a diri suamiku' keluh batinku. Sembari menangis terdiam, kulanjutkan memarut kelapa
Sementara mereka terus saja membicarakan ke je le kan suamiku, sambung menyambung.
Dibilang tidak mau akur, tidak mau bantu-bantu kerja, padahal sedari pagi aku sibuk berdua Emak, tidak saudaraku tidak juga pasangannya hanya sibuk mengobrol saja, dan menghabiskan jajanan pasar yang tadi kubeli di pasar bersama emak.
""Assalamualaikum."" Sayup-sayup dari dalam dapur aku mendengar suara ucapan salam, dari arah depan rumah, dan itu suara suamiku, Bang Riswan.
Bersambung... 
Selengkapnya di KBM app
Judul : AHLI WARIS
Penulis: Herman Suhardiman",Negatif,,
04/07/2025 0:01:31,"Ya, saya bersedia.","Tonton <Chainsaw Man - The Movie:
Reze Arc> segera hadir secara eksklusif di CGV!
#ChainsawManMovie #SemuaSerudiCGV",Netral,,
04/07/2025 0:02:19,"Ya, saya bersedia.","Teman FB mampir yuk ke seblak mamah bibil🔥 lokasi ada d gogle maps yah😊
Boleh di cek testi2 d gambar ini ya sayang❤️
Aku ga aktif lagi di FB yg mau kontak ku boleh d inbok yah aku sering update di wa aja🤭",Positif,,
04/07/2025 0:03:04,"Ya, saya bersedia.","Pagi yg cerah 
Semoga secerah keberkahan yg hadir
#kainbludru #kebayabludru #gaunbludru #fashin #sewing #fbproo
#menjahit #penjahit #haskar #haskarsederhana",Netral,,
04/07/2025 0:03:52,"Ya, saya bersedia.","📣 Ready Stock Steamer Rice BWE!
🔥 Tersedia 2 pilihan: 12 Tray & 24 Tray
🛠️ Cocok untuk:
✔️ Usaha kuliner
✔️ Resto & katering
✔️ Dapur makan bergizi gratis / dapur sosial 🙌
📍 Gudang di Jakarta
📦 Bisa kirim ke luar kota!
💥 Kuat – Efisien – Hemat tenaga & waktu
✨ Solusi praktis untuk masak nasi dalam jumlah besar, cepat & merata!
💚 Dukung kegiatan sosial & penyediaan makanan sehat untuk banyak orang!
📲 Hubungi Rani - 081280991290
atau langsung DM kami!
#SteamerNasi #BWE12Tray #BWE24Tray #DapurUsaha #DapurSosial #MakanBergiziGratis #PeralatanDapur #SteamerJakarta",Netral,,
04/07/2025 0:08:14,"Ya, saya bersedia.","MashaAllah 🍂 Allahummabariklaha 💜 
আমার ছোট্ট ইনা বড় হচ্ছে ।। সবাই দোয়া করবেন ।।।
#everyonefollowers #love #picoftheday #photooftheday #momslove
MashaAllah 🍂 Semoga Allah memberkahi kamu 💜
Ina kecilku sudah tumbuh dewasa.. Semuanya mohon doanya.
#everyonefollowers #love #picoftheday #photooftheday #momslove",Positif,,
04/07/2025 0:09:43,"Ya, saya bersedia.","China recently approved a protein, the Yarrowia lipolytica yeast protein, which is converted from CO2 by bio-fermentation technology, as a new feed material, providing a new solution for solving the shortage of feed protein resources and promoting green and low-carbon development.
Cina baru-baru ini menyetujui protein, protein ragi Yarrowia lipolytica, yang dikonversi dari CO2 oleh teknologi bio-fermentasi, sebagai bahan pakan baru, memberikan solusi baru untuk memecahkan kekurangan sumber daya protein pakan dan mempromosikan pengembangan hijau dan rendah karbon.",Netral,,
04/07/2025 0:11:00,"Ya, saya bersedia.","Only the BEST cake for this Birthday Star! ⭐ Happy 5th birthday, Bryan! 🎂🎉
📸IG nailsby_dunia
Hanya kue TERBAIK untuk Bintang Ulang Tahun ini! ⭐ Selamat ulang tahun ke-5 Bryan! 🎂🎉
📸IG nailsby_dunia",Positif,,
04/07/2025 0:11:51,"Ya, saya bersedia.","Selalu belajar mengedit edit biar maksimal fotonya 
#kontenkreatorpenjahit",Positif,,
04/07/2025 0:15:40,"Ya, saya bersedia.","Bagi Yang masih nyimpen u4ng ini thun 90-2000 auto jadi sultan dadakan , harga 1 u4ng ini bisa kebeli rumah mobil dan rumah 😱 yang punya u4ng ini jual disini bun mmpung laku mahal cekk disini
harganya klik 👇👇 
https://s.shopee.co.id/3q2qNaggU4
https://s.shopee.co.id/3q2qNaggU4",Netral,,
04/07/2025 0:16:58,"Ya, saya bersedia.",Aziza & Azzam,Netral,,
04/07/2025 5:06:49,"Ya, saya bersedia.","Are you ready for it? The 318,000-square-meter LEGOLAND Shanghai Resort will officially open on July 5 in Shanghai's Jinshan District, E China.
Apakah kamu siap untuk itu? LEGOLAND Shanghai Resort seluas 315.000 meter persegi akan secara resmi dibuka pada 5 Juli di Distrik Jinshan Shanghai, E China.",Netral,,
04/07/2025 5:08:57,"Ya, saya bersedia.","Buah pir memiliki banyak manfaat bagi kesehatan, antara lain melancarkan pencernaan, meningkatkan daya tahan tubuh, membantu menjaga berat badan, meningkatkan kesehatan kulit, dan mengurangi risiko penyakit jantung dan diabetes tipe 2.",Positif,,
04/07/2025 5:11:03,"Ya, saya bersedia.","Pengadaan biji-bijian musim panas Cina telah memasuki musim puncaknya, dengan pembelian terkumpul melebihi 50 juta ton secara nasional, tingkat yang relatif tinggi selama beberapa tahun terakhir, Administrasi Makanan dan Cadangan Strategi Nasional mengatakan pada hari Kamis.",Netral,,
04/07/2025 5:12:02,"Ya, saya bersedia.","
Untukmu pejuang tahajjud. Semoga Allah kabulkan hajat dan keinginanmu. Aamiin",Positif,,
04/07/2025 5:14:10,"Ya, saya bersedia.","Semua Terharu ! Akhirnya Luna Maya Ungkap kabar bahagia Kehamilannya Hari ini, Maxime Beri Surprise Perhiasan Untuk Luna yang baru saja Hamil ! Netizen Dibuat Melongo ‎",Positif,,
04/07/2025 5:15:17,"Ya, saya bersedia.",Potret Beberapa selebriti bersama keluarga dan kerabatan tercinta 😍🥰 ‎,Positif,,
04/07/2025 5:21:04,"Ya, saya bersedia.",Senang bisa membantu Ilyas Ilyasa Emak Real menjangkau 1.500.000 pengikut,Positif,,
04/07/2025 5:22:12,"Ya, saya bersedia.",Dengan Bule Putra Selzu – Saya baru saja diakui sebagai salah satu penggemarnya yang sedang naik daun! 🎉,Positif,,
04/07/2025 5:24:48,"Ya, saya bersedia.",Saran dong KK pemilihan produk yg bagus untuk pemula 😁,Positif,,
04/07/2025 5:27:42,"Ya, saya bersedia.","Seharusnya Transfer sih yaa kalau Setting spray nya ga bagus buat lock makeupp🫣
Tapi karna Setting spray yang aku ini emg nozzle nya halus! spray nyaa bener-bener sampe semuka"" kenaa😙, jadii udah pasti MAKEUP LOCK-MAKEUP NGESET NYA SEMPURNA BANGET DI MUKA🫵🏻‼️🤪💗
GAK ADA TRANSFER SAMA SEKALI👀",Positif,,
04/07/2025 5:32:25,"Ya, saya bersedia.","Absennn yang kebagian Diskon 10rb hari ini dan dapetin harga dibawah 100ribu🙋🏻‍♀️🤩
Yang udah ngeranjangin, jangan sampe telat checkoutnya ya karena voucher diskonnya super terbatas! 🤗
Don’t ever skip black🫵🏻👀
Warna yang harus bin wajib ada di lemari! Your first choice for everyday wear 😍
MUMPUNG MASIH BERLAKU, YUK LANGSUNH CHECKOUT! 
💸DISKON / POTONGAN 10K untuk 20 orang tercepat di hari launching! 
💸Bisa dapat harga lebih hemat via Shopee Live
💸Gratis Ongkir ke seluruh Indonesia
✔️Harga PROMO LAUNCHING
✔️Diskon 10ribu
#outfitsyari
#ootdsyari
#ootdhijab
#hijabsyari
#frenchkhimarjersey",Positif,,
07/07/2025 23:39:33,"Ya, saya bersedia.",Saya merasa tertekan dengan semua tuntutan ini.,Negatif,,
07/07/2025 23:40:14,"Ya, saya bersedia.",Hari-hari belakangan ini sangat menyesakkan.,Negatif,,
07/07/2025 23:41:01,"Ya, saya bersedia.",Mereka selalu meremehkan kondisiku.,Negatif,,
07/07/2025 23:42:02,"Ya, saya bersedia.",Pikiran ini membuatku merasa sakit secara mental.,Negatif,,
07/07/2025 23:42:52,"Ya, saya bersedia.",Aku sering merasa galau dan tidak tenang.,Negatif,,
07/07/2025 23:43:30,"Ya, saya bersedia.",Aku terlalu malu untuk cerita ke siapa pun.,Negatif,,
07/07/2025 23:44:05,"Ya, saya bersedia.",Setiap hari terasa berat dan penuh beban.,Negatif,,
07/07/2025 23:44:43,"Ya, saya bersedia.",Tidak bisa tidur membuatku merasa semakin kacau.,Negatif,,
07/07/2025 23:52:18,"Ya, saya bersedia.",Aku merasa terjebak dalam pikiran negatifku sendiri.,Negatif,,
07/07/2025 23:52:57,"Ya, saya bersedia.","Setiap hari terasa hampa dan tidak berarti.

",Negatif,,
07/07/2025 23:53:27,"Ya, saya bersedia.","Aku merasa gagal menjadi seseorang yang baik.

",Negatif,,
07/07/2025 23:54:05,"Ya, saya bersedia.",Semua ini membuatku stres berat dan tidak sanggup berpikir jernih.,Negatif,,
07/07/2025 23:54:45,"Ya, saya bersedia.",Aku sering menangis diam-diam karena tidak tahu harus bagaimana.,Negatif,,
07/07/2025 23:55:38,"Ya, saya bersedia.",Aku merasa tak ada yang peduli padaku.,Negatif,,
07/07/2025 23:56:21,"Ya, saya bersedia.",Kecemasan ini membuatku sulit beraktivitas.,Negatif,,
07/07/2025 23:56:50,"Ya, saya bersedia.",Aku merasa disalahpahami oleh orang-orang di sekitarku.,Negatif,,
07/07/2025 23:57:36,"Ya, saya bersedia.","Pikiran negatif ini menguasai hidupku.

",Negatif,,
07/07/2025 23:58:26,"Ya, saya bersedia.",Bahkan hal kecil bisa membuatku merasa terluka secara emosional.,Negatif,,
07/07/2025 23:59:07,"Ya, saya bersedia.",Aku merasa seperti beban bagi orang lain.,Negatif,,
07/07/2025 23:59:59,"Ya, saya bersedia.",Mereka menganggap remeh kesehatan mentalku.,Negatif,,
08/07/2025 0:00:37,"Ya, saya bersedia.",Rasanya seperti berjuang sendirian dalam kegelapan.,Negatif,,
08/07/2025 0:29:29,"Ya, saya bersedia.",Hari ini aku merasa tenang dan bersyukur atas segala hal kecil,Positif,,
08/07/2025 0:30:28,"Ya, saya bersedia.",Aku percaya diri menghadapi tantangan yang ada.,Positif,,
08/07/2025 0:31:32,"Ya, saya bersedia.","Hidupku memang tidak sempurna, tapi aku tetap bersemangat.",Positif,,
08/07/2025 0:32:20,"Ya, saya bersedia.",Aku sedang belajar menjadi lebih sabar setiap harinya.,Positif,,
08/07/2025 0:32:58,"Ya, saya bersedia.",Aku pantas mendapatkan kebahagiaan dan ketenangan.,Positif,,
08/07/2025 0:33:38,"Ya, saya bersedia.","Aku berhak mencintai diriku sendiri tanpa rasa bersalah.

",Positif,,
08/07/2025 0:34:19,"Ya, saya bersedia.",Hari ini adalah kesempatan baru untuk bertumbuh.,Positif,,
08/07/2025 0:35:30,"Ya, saya bersedia.",Aku memilih untuk fokus pada hal-hal baik dalam hidupku.,Positif,,
08/07/2025 0:36:08,"Ya, saya bersedia.",Aku merasa dikelilingi oleh cinta dan dukungan.,Positif,,
08/07/2025 0:36:59,"Ya, saya bersedia.",Aku sedang berproses menjadi versi terbaik diriku.,Positif,,
08/07/2025 0:37:36,"Ya, saya bersedia.","Setiap hari aku menjadi lebih kuat dan bijak.

",Positif,,
08/07/2025 0:38:13,"Ya, saya bersedia.",Aku menerima diriku apa adanya dengan penuh cinta.,Positif,,
08/07/2025 0:38:54,"Ya, saya bersedia.",Aku merasa aman dan nyaman dengan pikiranku sendiri.,Positif,,
08/07/2025 0:39:47,"Ya, saya bersedia.","Aku berharga, tak peduli apa kata orang lain.",Positif,,
08/07/2025 0:40:37,"Ya, saya bersedia.",Aku berterima kasih atas tubuh dan pikiranku yang bertahan sejauh ini.,Positif,,
08/07/2025 0:41:24,"Ya, saya bersedia.","Aku bisa mengatasi rasa takutku, perlahan tapi pasti.",Positif,,
08/07/2025 0:42:01,"Ya, saya bersedia.",Aku terus belajar untuk memahami dan menghargai diriku.,Positif,,
08/07/2025 0:42:37,"Ya, saya bersedia.",Aku adalah orang yang berani meminta bantuan saat dibutuhkan.,Positif,,
08/07/2025 0:43:14,"Ya, saya bersedia.",Hari ini aku memilih untuk berdamai dengan masa lalu.,Positif,,
08/07/2025 0:43:50,"Ya, saya bersedia.",Aku pantas mendapatkan istirahat dan ketenangan pikiran.,Positif,,
08/07/2025 0:44:25,"Ya, saya bersedia.",Aku mampu menghadapi hari ini dengan penuh harapan.,Positif,,
08/07/2025 0:45:29,"Ya, saya bersedia.",Aku bersyukur masih diberi kesempatan untuk berubah.,Positif,,
08/07/2025 0:46:35,"Ya, saya bersedia.","Aku tidak sendirian, selalu ada harapan.",Positif,,
08/07/2025 0:47:01,"Ya, saya bersedia.","Aku layak untuk dicintai dan mencintai.
",Positif,,
08/07/2025 0:47:37,"Ya, saya bersedia.",Aku bangga pada diriku karena sudah bertahan sejauh ini.,Positif,,
08/07/2025 0:48:16,"Ya, saya bersedia.",Aku memiliki potensi besar yang belum sepenuhnya terlihat.,Positif,,
08/07/2025 0:48:56,"Ya, saya bersedia.",Aku sedang dalam perjalanan menuju kesehatan mental yang lebih baik.,Positif,,
08/07/2025 0:49:38,"Ya, saya bersedia.",Aku memaafkan diriku atas semua kesalahan masa lalu.,Positif,,
08/07/2025 0:50:18,"Ya, saya bersedia.",Setiap napas yang kuambil adalah tanda bahwa aku masih berjuang.,Positif,,
08/07/2025 0:50:54,"Ya, saya bersedia.",Setiap napas yang kuambil adalah tanda bahwa aku masih berjuang.,Positif,,
08/07/2025 0:51:38,"Ya, saya bersedia.","Aku bangkit setiap kali jatuh, itu yang membuatku kuat.

",Positif,,
08/07/2025 0:53:02,"Ya, saya bersedia.","Aku berhak merasa bahagia, tak peduli apa yang terjadi kemarin.",Positif,,
08/07/2025 0:54:00,"Ya, saya bersedia.",Aku menerima semua emosiku dengan penuh kesadaran.,Positif,,
08/07/2025 0:55:01,"Ya, saya bersedia.","Aku memilih untuk mencintai hidupku, satu langkah dalam satu waktu.",Positif,,
08/07/2025 0:56:30,"Ya, saya bersedia.",Saya mencatat beberapa hal yang harus dilakukan besok.,Netral,,
08/07/2025 0:57:14,"Ya, saya bersedia.",Saya mencoba menulis jurnal harian setiap malam.,Netral,,
08/07/2025 0:58:15,"Ya, saya bersedia.",Aktivitas saya hari ini cukup padat dengan pekerjaan.,Netral,,
08/07/2025 0:59:10,"Ya, saya bersedia.",Saya menonton film dokumenter tentang kehidupan remaja.,Netral,,Laki - laki
08/07/2025 1:00:07,"Ya, saya bersedia.",Saat ini saya sedang berada di ruang tamu.,Netral,,
08/07/2025 1:00:45,"Ya, saya bersedia.","Saya mencatat beberapa hal yang harus dilakukan besok.

",Netral,,
08/07/2025 5:59:20,"Ya, saya bersedia.",aku capek sekalii,Negatif,,
08/07/2025 6:00:04,"Ya, saya bersedia.",sangat capekkk rasasanya mau mati saja,Negatif,,
08/07/2025 6:01:10,"Ya, saya bersedia.",Sedang di rumah sambil mendengarkan musik.,Netral,,
08/07/2025 6:01:45,"Ya, saya bersedia.",Hari ini aku banyak mengerjakan tugas.,Netral,,
08/07/2025 6:02:18,"Ya, saya bersedia.",Baru saja selesai membaca buku.,Netral,,
08/07/2025 6:02:53,"Ya, saya bersedia.",Cuaca cukup cerah dari pagi sampai sore.,Netral,,
08/07/2025 6:03:31,"Ya, saya bersedia.","Hari ini tidak banyak aktivitas, hanya istirahat.

",Netral,,
08/07/2025 6:04:03,"Ya, saya bersedia.","Lagi nonton video dokumenter di YouTube.

",Netral,,
08/07/2025 6:04:38,"Ya, saya bersedia.",Bangun agak siang karena semalam tidur larut.,Netral,,
08/07/2025 6:05:13,"Ya, saya bersedia.","Lagi coba resep baru, semoga enak.",Netral,,
08/07/2025 6:05:48,"Ya, saya bersedia.",Hari ini jadwalnya cukup padat.,Netral,,
08/07/2025 6:06:25,"Ya, saya bersedia.",Sedang menunggu antrean di klinik.,Netral,,
08/07/2025 6:07:08,"Ya, saya bersedia.",Mencoba fokus menyelesaikan beberapa pekerjaan.,Netral,,
08/07/2025 6:07:44,"Ya, saya bersedia.","Hari ini biasa saja, tidak ada yang istimewa.

",Netral,,
08/07/2025 6:08:30,"Ya, saya bersedia.","""Aku bangga pada diriku karena sudah mampu melalui hari-hari yang sulit dengan tegar.""",Positif,,
08/07/2025 6:11:08,"Ya, saya bersedia.",Aku merasa lebih tenang setelah bercerita pada sahabatku.,Positif,,
08/07/2025 6:12:00,"Ya, saya bersedia.",Hari ini aku berhasil menyelesaikan semua tugas tepat waktu.,Positif,,
08/07/2025 6:12:36,"Ya, saya bersedia.",Aku bersyukur masih diberi kesehatan dan kesempatan.,Positif,,
08/07/2025 6:13:14,"Ya, saya bersedia.",Setiap hari aku belajar untuk mencintai diriku sendiri.,Positif,,
08/07/2025 6:13:46,"Ya, saya bersedia.",Aku bangga bisa tetap bertahan walau dalam tekanan.,Positif,,
08/07/2025 6:14:22,"Ya, saya bersedia.",Hari ini berjalan lancar dan penuh semangat.,Positif,,
08/07/2025 6:14:57,"Ya, saya bersedia.","Aku yakin semua ini akan membaik seiring waktu.

",Positif,,
08/07/2025 6:15:32,"Ya, saya bersedia.",Aku merasa dicintai dan didukung oleh orang-orang terdekatku.,Positif,,
08/07/2025 6:16:06,"Ya, saya bersedia.",Aku merasa sangat lelah dan kehilangan motivasi.,Negatif,,
08/07/2025 6:16:39,"Ya, saya bersedia.",Hari ini benar-benar membuatku tertekan.,Negatif,,
08/07/2025 6:17:12,"Ya, saya bersedia.",Tidak ada yang peduli dengan perasaanku.,Negatif,,
08/07/2025 6:17:50,"Ya, saya bersedia.",Aku merasa gagal dalam banyak hal.,Negatif,,
08/07/2025 6:18:27,"Ya, saya bersedia.",Aku sulit tidur karena pikiran yang kacau.,Negatif,,
08/07/2025 6:19:01,"Ya, saya bersedia.",Aku benci merasa seperti ini setiap hari.,Negatif,,
08/07/2025 6:19:35,"Ya, saya bersedia.",Rasanya hidup ini tidak adil.,Negatif,,
08/07/2025 6:20:38,"Ya, saya bersedia.",Aku merasa tidak berguna dan tidak diinginkan.,Negatif,,
08/07/2025 6:21:19,"Ya, saya bersedia.","Saat ini saya sedang berada di kampus.

",Netral,,
08/07/2025 6:21:54,"Ya, saya bersedia.",Saya sedang belajar untuk ujian minggu depan.,Netral,,
08/07/2025 6:22:31,"Ya, saya bersedia.",Jadwal hari ini cukup padat dengan pertemuan daring.,Netral,,
08/07/2025 6:23:02,"Ya, saya bersedia.",Saya makan siang bersama keluarga.,Netral,,
08/07/2025 6:23:42,"Ya, saya bersedia.",Cuaca hari ini mendung sejak siang.,Netral,,
08/07/2025 6:24:19,"Ya, saya bersedia.",Saya sedang membaca buku tentang psikologi.,Netral,,
08/07/2025 6:24:53,"Ya, saya bersedia.",Hari ini saya hanya menghabiskan waktu di rumah.,Netral,,
08/07/2025 6:25:26,"Ya, saya bersedia.","Saya bangun pukul enam pagi seperti biasa.

",Netral,,
